Image Name,Invoice Number,Invoice Date,Vendor Name,Total Amount,Item Number,Description,Quantity,Unit Price,Net Worth,VAT,Gross Worth,Calculated Net Worth,Net Worth Valid,Calculated Gross Worth,Gross Worth Valid,Validation Result,Prediction,Anomaly Score,IsAnomaly,AnomalyReason
batch1-0005.jpg,89969473,10/29/2016,"Johnson-Martin Deleon, Davila and Allen",797.91,4,Rust Proof Three Rows Tool,2.0,11.56,23.12,10.0,25.43,23.12,True,25.432000000000002,True,True,1,0.042297862325718694,False,Normal
batch1-0005.jpg,89969473,10/29/2016,"Johnson-Martin Deleon, Davila and Allen",797.91,5,VTG 1970s MCM Brown Steel,1.0,34.0,34.0,10.0,37.4,34.0,True,37.400000000000006,True,True,1,0.011637446755814573,False,Normal
batch1-0006.jpg,72128555,12/25/2013,Obrien Group,732.34,1,Fatawa Islamiyah (tslamic Verdicts) (8 Volume Set),3.0,,,,,,False,,False,False,1,0.09996470912184524,False,Normal
batch1-0006.jpg,72128555,12/25/2013,Obrien Group,732.34,2,Sasinowski M-Legacy Of Ra BOOK NEW,3.0,,,,,,False,,False,False,1,0.09996470912184524,False,Normal
batch1-0006.jpg,72128555,12/25/2013,Obrien Group,732.34,3,Time Life Books: The Old West Series ~ Complete 26 Volumes + Master Index mn853 4 Tumbling by Caela Carter,2.0,,,,,,False,,False,False,1,0.08969061827656727,False,Normal
batch1-0006.jpg,72128555,12/25/2013,Obrien Group,732.34,5,How to Win Friends & Influence People,,,,,,,False,,False,False,1,0.015377551514200227,False,Normal
batch1-0007.jpg,11580833,1/24/2019,"Wood, Simpson and Summers",5138.35,1,Dell Optiplex SFF Desktop Computer Windows 10 4GB 160GB,1.0,89.99,89.99,10.0,98.99,89.99,True,98.989,True,True,-1,-0.00767051889166015,True,Unusual pattern detected by Isolation Forest
batch1-0007.jpg,11580833,1/24/2019,"Wood, Simpson and Summers",5138.35,2,"Dell Desktop Computer{]intel Core 2 Duo 8GB 1TB HD DWindows 10 PC 22"" LCD Wifi",3.0,69.95,209.85,10.0,230.84,209.85000000000002,True,230.835,True,True,1,0.0004614896986945838,False,Normal
batch1-0007.jpg,11580833,1/24/2019,"Wood, Simpson and Summers",5138.35,3,HP 6200 Pro Core i? 3.4GHz Quad Core 16GB 500GB Computer,5.0,256.68,1283.4,10.0,1411.74,1283.4,True,1411.7400000000002,True,True,-1,-0.06726169692832729,True,Unusual pattern detected by Isolation Forest
batch1-0007.jpg,11580833,1/24/2019,"Wood, Simpson and Summers",5138.35,4,Vintage Microsolutions Pentium 133mhz Desktop Tower PC Windows 95,5.25,390.0,1170.0,10.0,1287.0,2047.5,False,1287.0,True,False,-1,-0.08546888890942916,True,Unusual pattern detected by Isolation Forest
batch1-0007.jpg,11580833,1/24/2019,"Wood, Simpson and Summers",5138.35,5,"Dell OptiPlex 7060 SFF Computer, 8th Gen Core i5, 8GB ODOR, New 240GB SSD, DVD",4.0,202.5,810.0,10.0,891.0,810.0,True,891.0000000000001,True,True,-1,-0.04498432525144114,True,Unusual pattern detected by Isolation Forest
batch1-0007.jpg,11580833,1/24/2019,"Wood, Simpson and Summers",5138.35,6,Custom Gaming PC Computer FX-6300 3.5GHz 8GB RAM 128GB SSD 1 TB HDD RX 580 4GB,1.0,449.99,449.99,10.0,494.99,449.99,True,494.98900000000003,True,True,-1,-0.08713837960645854,True,Unusual pattern detected by Isolation Forest
batch1-0007.jpg,11580833,1/24/2019,"Wood, Simpson and Summers",5138.35,7,Custom Build HP Desktop Computer 16GB | 2TB | SSD | Windows 10 Windows 7 PC WiFi,2.0,329.0,658.0,10.0,723.8,658.0,True,723.8000000000001,True,True,-1,-0.05473015547973514,True,Unusual pattern detected by Isolation Forest
batch1-0008.jpg,74589240,12/08/2013,Hall-Boyd,12973.88,1,3D Printed Mat Vortex Illusion Living room Rug Carpet Floors Doors Round Mat,3.0,,,,,,False,,False,False,1,0.09996470912184524,False,Normal
batch1-0008.jpg,74589240,12/08/2013,Hall-Boyd,12973.88,2,New Golden Brown Oriental Rug 4X6 Oushak Chobi Floral Hand-Knotted Foyer Carpet,5.0,,,,,,False,,False,False,1,0.07862962768810455,False,Normal
batch1-0008.jpg,74589240,12/08/2013,Hall-Boyd,12973.88,3,YILONG 5.5'x8' Handknotted Silk Area Rugs Home Decor Classic Blue Carpet 0790,1.0,,,,,,False,,False,False,1,0.06889057152290301,False,Normal
batch1-0008.jpg,74589240,12/08/2013,Hall-Boyd,12973.88,4,Pretty Woman Small Large Long Floor Carpet Area Rugs Various Size Soft Rug,1.0,,,,,,False,,False,False,1,0.06889057152290301,False,Normal
batch1-0009.jpg,81978187,01/17/2013,Padilla-Miller,124.79,1,Wine Bottle Holder,5.0,,,,,,False,,False,False,1,0.07862962768810455,False,Normal
batch1-0009.jpg,81978187,01/17/2013,Padilla-Miller,124.79,2,Cuisinart Stainless Steel Electric,3.0,,,,,,False,,False,False,1,0.09996470912184524,False,Normal
batch1-0010.jpg,99314100,06/25/2014,"Michael, Farrell and Lee",6573.33,1,Real Madrid Inflatable Chair,5.0,,,,,,False,,False,False,1,0.07862962768810455,False,Normal
batch1-0010.jpg,99314100,06/25/2014,"Michael, Farrell and Lee",6573.33,2,60 Inches Marble Dinning Table,1.0,,,,,,False,,False,False,1,0.06889057152290301,False,Normal
batch1-0011.jpg,68688408,03/20/2016,Torres and Sons,91.27,1,Nike 747998-401 Team Hustle,3.0,,,,,,False,,False,False,1,0.09996470912184524,False,Normal
batch1-0011.jpg,68688408,03/20/2016,Torres and Sons,91.27,2,Jordan Nike Kid Air 1 Retro High,1.0,,,,,,False,,False,False,1,0.06889057152290301,False,Normal
batch1-0012.jpg,13407985,11/22/2013,,5459.75,1,Adult Kids Pokemon Pikachu Kigurumi Pajama Cosplay Christmas Costume Sleepwear,5.0,,,,,,False,,False,False,1,0.07862962768810455,False,Normal
batch1-0012.jpg,13407985,11/22/2013,,5459.75,2,Vintage 90s Sostanza Plus Size Dress 22W Floral Cottagecore,3.0,,,,,,False,,False,False,1,0.09996470912184524,False,Normal
batch1-0012.jpg,13407985,11/22/2013,,5459.75,3,balmain dress 36,3.0,,,,,,False,,False,False,1,0.09996470912184524,False,Normal
batch1-0012.jpg,13407985,11/22/2013,,5459.75,4,Lilly Pulitzer 8 Sunkissed with Glow Janice Shift Dress,2.0,,,,,,False,,False,False,1,0.08969061827656727,False,Normal
batch1-0013.jpg,57986024,0/17/2015,Schmidt LLC,237.29,1,"Straw Dogs : Thoughts on Humans and Other Animals, Paperback by Gray, John, L...",5.0,,,,,,False,,False,False,1,0.07862962768810455,False,Normal
batch1-0013.jpg,57986024,0/17/2015,Schmidt LLC,237.29,2,Quilts of Illusion,5.0,,,,,,False,,False,False,1,0.07862962768810455,False,Normal
batch1-0013.jpg,57986024,0/17/2015,Schmidt LLC,237.29,3,Selected poetry of W H Auden 4 In the Footsteps of the Russian Snowman (Paperback or Softback),1.0,,,,,,False,,False,False,1,0.06889057152290301,False,Normal
batch1-0013.jpg,57986024,0/17/2015,Schmidt LLC,237.29,5,"Steam Yacht Varuna, Brand New, Free shipping in the US",4.0,,,,,,False,,False,False,1,0.09500330356536002,False,Normal
batch1-0014.jpg,77596491,01/31/2021,,24.95,1,Earl Scruggs and the 5-String,1.0,,,,,,False,,False,False,1,0.06889057152290301,False,Normal
batch1-0015.jpg,46506594,03/12/2012,Porter-Perkins,1469.45,1,Nintendo 3DS Handheld Console Purple,5.0,,,,,,False,,False,False,1,0.07862962768810455,False,Normal
batch1-0015.jpg,46506594,03/12/2012,Porter-Perkins,1469.45,2,PocketGo Bittboy v2 White Retro Video Game Portable Console - 3.5 IPS display,4.0,,,,,,False,,False,False,1,0.09500330356536002,False,Normal
batch1-0015.jpg,46506594,03/12/2012,Porter-Perkins,1469.45,3,Sony PlayStation 3 Slim 120GB Black Console,4.0,,,,,,False,,False,False,1,0.09500330356536002,False,Normal
batch1-0015.jpg,46506594,03/12/2012,Porter-Perkins,1469.45,4,"Microsoft Xbox 360 - White - Console, Power Supply, AV Cables *Tested, Working*",1.0,,,,,,False,,False,False,1,0.06889057152290301,False,Normal
batch1-0015.jpg,46506594,03/12/2012,Porter-Perkins,1469.45,5,"SONY Playstation2 Console SCPH-39000 "" Aqua Color * / TESTED 11181",1.0,,,,,,False,,False,False,1,0.06889057152290301,False,Normal
batch1-0015.jpg,46506594,03/12/2012,Porter-Perkins,1469.45,6,"Nintendo 64 Console “Perfect"" + Lot Games ""6 Games“",1.0,,,,,,False,,False,False,1,0.06889057152290301,False,Normal
batch1-0016.jpg,44456646,03/21/2015,Austin and Sons,316.1,1,crewcuts shoes,4.0,,,,,,False,,False,False,1,0.09500330356536002,False,Normal
batch1-0016.jpg,44456646,03/21/2015,Austin and Sons,316.1,2,nickelodeon TMNT Teenage,2.0,,,,,,False,,False,False,1,0.08969061827656727,False,Normal
batch1-0016.jpg,44456646,03/21/2015,Austin and Sons,316.1,3,Lands’ End Kids Boys Snow,3.0,,,,,,False,,False,False,1,0.09996470912184524,False,Normal
batch1-0016.jpg,44456646,03/21/2015,Austin and Sons,316.1,4,Under Armour KIDS’ LOCKDOWN,5.0,,,,,,False,,False,False,1,0.07862962768810455,False,Normal
batch1-0016.jpg,44456646,03/21/2015,Austin and Sons,316.1,5,SEVENTEEN Semicolon Special,5.0,,,,,,False,,False,False,1,0.07862962768810455,False,Normal
batch1-0017.jpg,98858130,01/28/2021,"Dominguez, Jackson and Steele",442.07,1,Wine Glasses Set Of 4,2.0,,,,,,False,,False,False,1,0.08969061827656727,False,Normal
batch1-0017.jpg,98858130,01/28/2021,"Dominguez, Jackson and Steele",442.07,2,Uncork New York rolling vineryards Wine glass set of 2,5.0,,,,,,False,,False,False,1,0.07862962768810455,False,Normal
batch1-0017.jpg,98858130,01/28/2021,"Dominguez, Jackson and Steele",442.07,3,Anthropologie Gold Elegant Swan Decorative Metal Bottle Stopper Wine Saver,1.0,,,,,,False,,False,False,1,0.06889057152290301,False,Normal
batch1-0017.jpg,98858130,01/28/2021,"Dominguez, Jackson and Steele",442.07,4,Moonshine Still 8Gal/30L Water Alcohol Distiller Home Brew Wine Making Kit 3 Pot,3.0,,,,,,False,,False,False,1,0.09996470912184524,False,Normal
batch1-0017.jpg,98858130,01/28/2021,"Dominguez, Jackson and Steele",442.07,5,4 Tupperware Wine Stemless Cups Set Acrylic Plastic Shatter Proof Beverages New,2.0,,,,,,False,,False,False,1,0.08969061827656727,False,Normal
batch1-0018.jpg,36187296,01/05/2017,"Lopez, Murray and Johnston",518.8,1,Nike Kids KD Trey 5 / Nike Black Size 4.5aY,5.0,,,,,,False,,False,False,1,0.07862962768810455,False,Normal
batch1-0018.jpg,36187296,01/05/2017,"Lopez, Murray and Johnston",518.8,2,Lego Star Wars Minifigures Stormtrooper Darth Vader Yoda Obi Van Mandalorian New,1.0,,,,,,False,,False,False,1,0.06889057152290301,False,Normal
batch1-0018.jpg,36187296,01/05/2017,"Lopez, Murray and Johnston",518.8,3,Nike Air Jordan 1 Mid Obsidian 640735-174 Toddler Kids Children Size 8C Blue,5.0,,,,,,False,,False,False,1,0.07862962768810455,False,Normal
batch1-0018.jpg,36187296,01/05/2017,"Lopez, Murray and Johnston",518.8,4,Oomphies Boys Ankle Boots Shoes Gray Green Kids Size 2 Euc,4.0,,,,,,False,,False,False,1,0.09500330356536002,False,Normal
batch1-0018.jpg,36187296,01/05/2017,"Lopez, Murray and Johnston",518.8,5,Jordan 10 Retro Fusion Red Size 6Y,3.0,,,,,,False,,False,False,1,0.09996470912184524,False,Normal
batch1-0018.jpg,36187296,01/05/2017,"Lopez, Murray and Johnston",518.8,6,Jordan Hydro 2 (TD)-Child Size 10¢,1.0,,,,,,False,,False,False,1,0.06889057152290301,False,Normal
batch1-0019.jpg,56908352,01/11/2015,"Lozano, Wang and Smith",188.11,1,Rage By Bob Woodward - Oonald Trump NEW HARDCOVER Sept 2020,5.0,,,,,,False,,False,False,1,0.07862962768810455,False,Normal
batch1-0019.jpg,56908352,01/11/2015,"Lozano, Wang and Smith",188.11,2,Spectacular Ireland Coffee Table Book - very large,4.0,,,,,,False,,False,False,1,0.09500330356536002,False,Normal
batch1-0019.jpg,56908352,01/11/2015,"Lozano, Wang and Smith",188.11,3,"The Complete Life's Littie Instruction Book by Brown, H. Jackson, Jr.",4.0,,,,,,False,,False,False,1,0.09500330356536002,False,Normal
batch1-0020.jpg,15001300,02/18/2014,"Kerr, Ryan and Gomez Mason Ltd",327.08,1,100Pcs Wail Stickers Home,1.0,1.7,1.7,10.0,1.87,1.7,True,1.87,True,True,-1,-0.0015453066054165188,True,Unusual pattern detected by Isolation Forest
batch1-0020.jpg,15001300,02/18/2014,"Kerr, Ryan and Gomez Mason Ltd",327.08,2,PUMA Boys Kids Athletic Shoes,3.0,19.0,57.0,10.0,62.7,57.0,True,62.7,True,True,1,0.03272466200638535,False,Normal
batch1-0020.jpg,15001300,02/18/2014,"Kerr, Ryan and Gomez Mason Ltd",327.08,3,Joma Youth Boys Gol 205 Piso,5.0,19.99,99.95,10.0,109.94,99.94999999999999,True,109.94500000000001,True,True,1,0.01064504643535319,False,Normal
batch1-0020.jpg,15001300,02/18/2014,"Kerr, Ryan and Gomez Mason Ltd",327.08,4,Fila Boys Skele-Toes Bay RNR 3,3.0,10.25,30.75,10.0,33.83,30.75,True,33.825,True,True,1,0.028914778118913742,False,Normal
batch1-0020.jpg,15001300,02/18/2014,"Kerr, Ryan and Gomez Mason Ltd",327.08,5,Kid Connection Kids Winter,5.0,21.59,107.95,10.0,118.75,107.95,True,118.74500000000002,True,True,1,0.009152628882701741,False,Normal
batch1-0021.jpg,96430839,01/13/2019,,4958.16,1,Dell Optiplex 990 MT Computer PC Quad Core i? 3.4GHz 16GB 2TB HD Windows 10 Pro,4.0,,,,,,False,,False,False,1,0.09500330356536002,False,Normal
batch1-0021.jpg,96430839,01/13/2019,,4958.16,2,Open Box: Dell XPS 8930 Desktop Computer Intel Core i7 8GB RAM 1TB HDD Black - 8,1.0,,,,,,False,,False,False,1,0.06889057152290301,False,Normal
batch1-0021.jpg,96430839,01/13/2019,,4958.16,3,Dell 9020 15-4570 | 16GB | 2TB | SSD Windows 10 Pro Desktop Computer PC WiFi DVD,5.0,,,,,,False,,False,False,1,0.07862962768810455,False,Normal
batch1-0021.jpg,96430839,01/13/2019,,4958.16,4,Dell Optiplex 7040 SFF PC Computer Intel Core i5-6500 3.2GHz 4GB RAM S00GB HDD,4.0,,,,,,False,,False,False,1,0.09500330356536002,False,Normal
batch1-0021.jpg,96430839,01/13/2019,,4958.16,5,HP Desktop Computer PC J Core i5 16GB 2TB HD 256GB SSD 22° LCD Q Windows 10,4.0,,,,,,False,,False,False,1,0.09500330356536002,False,Normal
batch1-0022.jpg,37877758,07/02/2014,,47320.32,1,"12""x18* White Marble Coffee",4.0,,,,,,False,,False,False,1,0.09500330356536002,False,Normal
batch1-0022.jpg,37877758,07/02/2014,,47320.32,2,"24x24"" Top Marble White Table",5.0,,,,,,False,,False,False,1,0.07862962768810455,False,Normal
batch1-0022.jpg,37877758,07/02/2014,,47320.32,3,"24""x24° Marbie Black Top",3.0,,,,,,False,,False,False,1,0.09996470912184524,False,Normal
batch1-0022.jpg,37877758,07/02/2014,,47320.32,4,48 Inches Marble Coffee Table,1.0,,,,,,False,,False,False,1,0.06889057152290301,False,Normal
batch1-0022.jpg,37877758,07/02/2014,,47320.32,5,7'x4' Blue Random Marble,3.0,,,,,,False,,False,False,1,0.09996470912184524,False,Normal
batch1-0023.jpg,33102457,09/18/2018,Harris LLC,18281.24,1,Blue Shiny Stone Floral Art,4.0,,,,,,False,,False,False,1,0.09500330356536002,False,Normal
batch1-0023.jpg,33102457,09/18/2018,Harris LLC,18281.24,2,"12"" Marble Side Coffee Table",3.0,,,,,,False,,False,False,1,0.09996470912184524,False,Normal
batch1-0024.jpg,65028137,01/03/2014,"Johnson, Barrett and King",98.95,1,Fast Dell Optiplex Windows 10,1.0,,,,,,False,,False,False,1,0.06889057152290301,False,Normal
batch1-0026.jpg,51295021,01/05/2017,,9256.59,1,4'x2' Black Center Top Table,2.0,,,,,,False,,False,False,1,0.08969061827656727,False,Normal
batch1-0026.jpg,51295021,01/05/2017,,9256.59,2,"12"" Marble Side Coffee Table",4.0,,,,,,False,,False,False,1,0.09500330356536002,False,Normal
batch1-0027.jpg,44848471,03/26/2021,"Proctor, Levy and Willis",838.68,1,Adidas Baseball Youth Cleats Spikes Kids Shoes Black White Size 12K,2.0,,,,,,False,,False,False,1,0.08969061827656727,False,Normal
batch1-0027.jpg,44848471,03/26/2021,"Proctor, Levy and Willis",838.68,2,PUMA RS DREAMER SUPER MARIO 64 NINTENDO Little Kids US 2.5,5.0,,,,,,False,,False,False,1,0.07862962768810455,False,Normal
batch1-0027.jpg,44848471,03/26/2021,"Proctor, Levy and Willis",838.68,3,Boys Black Dress Shoes,3.0,,,,,,False,,False,False,1,0.09996470912184524,False,Normal
batch1-0027.jpg,44848471,03/26/2021,"Proctor, Levy and Willis",838.68,4,NWT VANS BOYS/YOUTH SK8-HI MTE SNEAKERS/SHOES SIZE 13.BRAND NEW FOR 2020! wow!,4.0,,,,,,False,,False,False,1,0.09500330356536002,False,Normal
batch1-0028.jpg,32830026,12/20/2014,"George, Casey and Harris",1140.24,1,"SONY Playstation2 Console SCPH-50000 * Peal Color "" / TESTED 11176",5.0,,,,,,False,,False,False,1,0.07862962768810455,False,Normal
batch1-0028.jpg,32830026,12/20/2014,"George, Casey and Harris",1140.24,2,Nintendo Switch Lite Gray CONSOLE ONLY - No Accessories or Charger (B5-2] Nintendo Wii Console RVL-001 Complete Hookups W/ Mario&Sonic; Tested / Working B351 Nintendo new 3DS console White Japan w/stylus pen Sega Saturn Console Gray HST-3200 HST-3210 Japanese,1.0,,,,,,False,,False,False,1,0.06889057152290301,False,Normal
batch1-0029.jpg,54661411,07/29/2020,Fitzgerald Group,7920.58,1,Bohemia Style Round Morocco,3.0,46.89,140.67,10.0,154.74,140.67000000000002,True,154.737,True,True,1,0.00980758531394832,False,Normal
batch1-0029.jpg,54661411,07/29/2020,Fitzgerald Group,7920.58,2,Color Skull Series Small Large,3.0,36.3,108.9,10.0,119.79,108.89999999999999,True,119.79000000000002,True,True,1,0.021144117283572572,False,Normal
batch1-0029.jpg,54661411,07/29/2020,Fitzgerald Group,7920.58,3,30 Swirl Print Optical Illusion,1.0,,,,,,False,,False,False,1,0.06889057152290301,False,Normal
batch1-0029.jpg,54661411,07/29/2020,Fitzgerald Group,7920.58,4,Rug Area Hand Knotted Wool,3.0,,,,,,False,,False,False,1,0.09996470912184524,False,Normal
batch1-0029.jpg,54661411,07/29/2020,Fitzgerald Group,7920.58,5,YILONG 1.2x1.7' 300L Tree And,3.0,,,,,,False,,False,False,1,0.09996470912184524,False,Normal
batch1-0029.jpg,54661411,07/29/2020,Fitzgerald Group,7920.58,6,Indian Green Red Color 2.6'x4',3.0,,,,,,False,,False,False,1,0.09996470912184524,False,Normal
batch1-0029.jpg,54661411,07/29/2020,Fitzgerald Group,7920.58,7,Yilong 3°x5' Blue HandKnotted,5.0,,,,,,False,,False,False,1,0.07862962768810455,False,Normal
batch1-0030.jpg,58379529,05/31/2011,"Dalton, Chambers and Howard",2934.7,1,AMD Custom Ryzen 5 Quad Core Gaming PC 4.2GHZ Computer 8GB 1TB AM4 DDR4 Vega 11,4.0,,,,,,False,,False,False,1,0.09500330356536002,False,Normal
batch1-0030.jpg,58379529,05/31/2011,"Dalton, Chambers and Howard",2934.7,2,WS Pro Mini Pocket PC Windows 10 Computer Stick Intel 28350 Quad Core,2.0,,,,,,False,,False,False,1,0.08969061827656727,False,Normal
batch1-0030.jpg,58379529,05/31/2011,"Dalton, Chambers and Howard",2934.7,3,Dell Desktop Computer]16GB 2TB HD OR 512GB SSO Quad Core iSQWindows 10 22” LCD,1.0,,,,,,False,,False,False,1,0.06889057152290301,False,Normal
batch1-0031.jpg,20434959,12/20/2011,"Garrett, Gonzales and Hurley",29.67,1,Wine Things Unlimited - Tipsy Wine Elf - Pewter Wine Bottle Stopper/Cork,3.0,,,,,,False,,False,False,1,0.09996470912184524,False,Normal
batch1-0032.jpg,10942693,06/13/2018,Coleman Inc Lopez-Garcia,21151.66,1,Yilong 2°x3' Traditional,1.0,1200.0,1200.0,10.0,1320.0,1200.0,True,1320.0,True,True,-1,-0.132488081135699,True,Unusual pattern detected by Isolation Forest
batch1-0032.jpg,10942693,06/13/2018,Coleman Inc Lopez-Garcia,21151.66,2,YILONG 4'x6' All over,5.0,3600.0,18000.0,10.0,19800.0,18000.0,True,19800.0,True,True,-1,-0.1881547392917804,True,Unusual pattern detected by Isolation Forest
batch1-0032.jpg,10942693,06/13/2018,Coleman Inc Lopez-Garcia,21151.66,3,Watercolor Butterfly Carpets,2.0,14.39,28.78,10.0,31.66,28.78,True,31.658000000000005,True,True,1,0.037693303793770006,False,Normal
batch1-0033.jpg,97388190,12/13/2016,Cook Ltd Pierce Inc,329.84,1,Oell Optiplex 760 Windows 10,3.0,99.95,299.85,10.0,329.84,299.85,True,329.83500000000004,True,True,-1,-0.01231449824827835,True,Unusual pattern detected by Isolation Forest
batch1-0034.jpg,60456703,09/01/2016,Hines Ltd,373.98,1,Nintendo Gameboy Color,1.0,,,,,,False,,False,False,1,0.06889057152290301,False,Normal
batch1-0034.jpg,60456703,09/01/2016,Hines Ltd,373.98,2,Sony PlayStation 3 12 GB,2.0,,,,,,False,,False,False,1,0.08969061827656727,False,Normal
batch1-0035.jpg,78605417,08/07/2017,Campos LLC,722.11,1,Description Nike Pre School Kids Size 12C Jordan Jumpman Team II (PS) AQ2797-300 Nike Air Force 1 Low 314192-117 Triple White Youth Boys Size SY Adult Girl Version Hermione Granger Cosplay Costume Gryffindor Kid size In Stock Adidas Baseball Youth Cleats Spikes Kids Shoes Black White Size 12K Harry Potter Hogwarts Adult Child Robe Cloak Halloween COS Costumes Party Xmas. Sperry Infant Size 6 Boat Shoes OC Kids Pixie 3 Sneaker {Toddler/Little Kid/Big Kid) Color WHITE/BATTLESHIP,3.0,,,,,,False,,False,False,1,0.09996470912184524,False,Normal
batch1-0036.jpg,94786467,11/19/2013,Campbell-Thomas Gordon PLC,8479.08,1,36 Inches Marble Office Tabie,1.0,,,,,,False,,False,False,1,0.06889057152290301,False,Normal
batch1-0036.jpg,94786467,11/19/2013,Campbell-Thomas Gordon PLC,8479.08,2,25 Inches Black Marble Center,2.0,,,,,,False,,False,False,1,0.08969061827656727,False,Normal
